epoch,accuracy,auc_1,f1_score,loss,lr,precision_1,recall_1,val_accuracy,val_auc_1,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.7441280484199524,0.8113569021224976,0.7397855520248413,0.08245985209941864,0.0005,0.746547520160675,0.7392213344573975,0.676962673664093,0.7894577383995056,0.44846728444099426,0.08031448721885681,0.8175519704818726,0.4555984437465668
1,0.794964611530304,0.8700290322303772,0.7901502251625061,0.06390134990215302,0.0005,0.8013147115707397,0.784427285194397,0.7828185558319092,0.8995211720466614,0.5096345543861389,0.07125254720449448,0.9238187074661255,0.6164736151695251
2,0.8162805438041687,0.8959302306175232,0.8119574189186096,0.05591387674212456,0.0005,0.8209272027015686,0.8090412020683289,0.8092020750045776,0.9266442656517029,0.5708709359169006,0.06868208199739456,0.9364214539527893,0.6634491682052612
3,0.8466055393218994,0.9203619360923767,0.8425928950309753,0.048546236008405685,0.0005,0.8498132824897766,0.842020571231842,0.7750965356826782,0.9343624114990234,0.5379824042320251,0.07395467907190323,0.9270729422569275,0.5971686244010925
4,0.8702541589736938,0.9432554244995117,0.8684094548225403,0.04061463847756386,0.0005,0.8674756288528442,0.8740347623825073,0.8709781169891357,0.9523319602012634,0.636594831943512,0.04208451136946678,0.9211102724075317,0.8114542961120605
5,0.885537326335907,0.9521913528442383,0.8839414715766907,0.03724559396505356,0.0005,0.8855993747711182,0.8854568600654602,0.8796653747558594,0.9589855670928955,0.6706721186637878,0.03993329405784607,0.8406466245651245,0.9369369149208069
6,0.8939832448959351,0.9604977369308472,0.8927279710769653,0.03386498615145683,0.0005,0.8917146325111389,0.8968790173530579,0.9018661379814148,0.9716669321060181,0.7180156111717224,0.034504685550928116,0.952864408493042,0.84555983543396
7,0.9046010375022888,0.9655838012695312,0.9031651616096497,0.0316004753112793,0.0005,0.901372492313385,0.9086229205131531,0.9198841452598572,0.9754061698913574,0.7388277649879456,0.0279987882822752,0.9190751314163208,0.9208494424819946
8,0.9078989624977112,0.9679854512214661,0.9065220952033997,0.030443228781223297,0.0005,0.907047688961029,0.9089446663856506,0.8832046389579773,0.9715247750282288,0.7157273292541504,0.04360727220773697,0.9641465544700623,0.7960103154182434
9,0.9140926599502563,0.9720188975334167,0.912395715713501,0.028456073254346848,0.0005,0.9134275913238525,0.9148970246315002,0.9298584461212158,0.9807833433151245,0.7435361742973328,0.02412554994225502,0.9103193879127502,0.953667938709259
10,0.913690447807312,0.972438395023346,0.9123302698135376,0.02833777479827404,0.0005,0.9108483791351318,0.9171493053436279,0.9256756901741028,0.9779236912727356,0.7481908202171326,0.02656731940805912,0.9326357245445251,0.9176319241523743
11,0.9201254844665527,0.9753271341323853,0.9187389612197876,0.026780933141708374,0.0005,0.9177731275558472,0.9229407906532288,0.8751608729362488,0.976289689540863,0.6736412644386292,0.04717366397380829,0.9739837646484375,0.7709137797355652
12,0.9225386381149292,0.9758837819099426,0.9212532043457031,0.026501065120100975,0.0005,0.921386182308197,0.9239060282707214,0.9166666865348816,0.9824645519256592,0.7370995283126831,0.02660294994711876,0.9575971961021423,0.8719433546066284
13,0.92833012342453,0.9790240526199341,0.9276981949806213,0.02462409995496273,0.0005,0.9238974452018738,0.9335585832595825,0.9202058911323547,0.9811886548995972,0.7477150559425354,0.026666317135095596,0.9515905976295471,0.8854568600654602
14,0.9289736151695251,0.9806427955627441,0.9279521703720093,0.023644939064979553,0.0005,0.9253469705581665,0.933236837387085,0.9034749269485474,0.982453465461731,0.730686604976654,0.029257509857416153,0.965133547782898,0.8371943235397339
15,0.9329954981803894,0.9810900092124939,0.9315294623374939,0.023408593609929085,0.0005,0.9313992857933044,0.9348455667495728,0.9298584461212158,0.9833332896232605,0.7767223715782166,0.026921870186924934,0.9594222903251648,0.8976833820343018
16,0.93194979429245,0.981421172618866,0.9308574199676514,0.02321881614625454,0.0005,0.92768394947052,0.9369369149208069,0.8822394013404846,0.9772663116455078,0.7286354899406433,0.04183275252580643,0.9618973731994629,0.7960103154182434
17,0.9368565082550049,0.9832886457443237,0.9354298114776611,0.021959606558084488,0.0005,0.9327490329742432,0.9416022896766663,0.9359716773033142,0.9811477661132812,0.7534476518630981,0.024015014991164207,0.9356912970542908,0.9362934231758118
18,0.9383848309516907,0.9837858080863953,0.9371881484985352,0.021643279120326042,0.0005,0.9329520463943481,0.9446589350700378,0.9407979249954224,0.9872490763664246,0.7730420231819153,0.02501622959971428,0.9043683409690857,0.9858430027961731
19,0.9390283226966858,0.9850059151649475,0.9384286999702454,0.02084665559232235,0.0005,0.9360818266868591,0.9424067139625549,0.9379022121429443,0.9831169247627258,0.7740099430084229,0.02461414597928524,0.9415963888168335,0.9337194561958313
20,0.9409587979316711,0.9848567247390747,0.9396194219589233,0.02085868827998638,0.0005,0.9366040229797363,0.9459459185600281,0.9359716773033142,0.9886341691017151,0.7794278264045715,0.020917406305670738,0.9656357169151306,0.9041184186935425
21,0.9420045018196106,0.9855477809906006,0.9412034749984741,0.02045832760632038,0.0005,0.938127875328064,0.9464285969734192,0.9462677240371704,0.986206591129303,0.7942982912063599,0.021676532924175262,0.9494491219520569,0.9427284598350525
22,0.9461872577667236,0.9874321818351746,0.945178747177124,0.019010860472917557,0.0005,0.9425562620162964,0.9502895474433899,0.9527027010917664,0.9875695109367371,0.8014533519744873,0.02140623703598976,0.9361438155174255,0.9716859459877014
23,0.9473133683204651,0.9875239133834839,0.9461734890937805,0.018894121050834656,0.0005,0.9428253173828125,0.9523809552192688,0.9391891956329346,0.9875919222831726,0.758549690246582,0.026102088391780853,0.9026548862457275,0.9845559597015381
24,0.9467503428459167,0.9883792400360107,0.945563018321991,0.018218453973531723,0.0005,0.942902684211731,0.9510939717292786,0.9305019378662109,0.9824708700180054,0.7669769525527954,0.02692035771906376,0.9454061388969421,0.9137709140777588
25,0.9497265219688416,0.9887681007385254,0.9477100372314453,0.017911041155457497,0.0005,0.9463515877723694,0.9535070657730103,0.9565637111663818,0.9885319471359253,0.8089792132377625,0.019181374460458755,0.9366154074668884,0.9794079661369324
26,0.9457046389579773,0.9891901016235352,0.9444586634635925,0.017684239894151688,0.0005,0.9419364929199219,0.9499678015708923,0.9337194561958313,0.9846305847167969,0.7658872008323669,0.02500511147081852,0.9603825211524963,0.9047619104385376
27,0.9515765905380249,0.9901136159896851,0.9503298401832581,0.016884485259652138,0.0005,0.9499839544296265,0.9533461928367615,0.9555984735488892,0.988589882850647,0.8000187277793884,0.019514434039592743,0.9475347399711609,0.9646074771881104
28,0.9534266591072083,0.9908197522163391,0.9522630572319031,0.016180049628019333,0.0005,0.9481634497642517,0.9592986106872559,0.9301801919937134,0.9901989698410034,0.7505503296852112,0.029032215476036072,0.8826559782028198,0.992277979850769
29,0.9552767276763916,0.991436779499054,0.9540040493011475,0.015731945633888245,0.0005,0.9543994665145874,0.9562419652938843,0.9559202194213867,0.9894008040428162,0.8026812672615051,0.02102794498205185,0.9397889375686646,0.9742599725723267
30,0.9559202194213867,0.9920651316642761,0.95490962266922,0.01508342381566763,0.0005,0.954312264919281,0.9576898217201233,0.9517374634742737,0.9883148074150085,0.7878862619400024,0.022839339450001717,0.9415094256401062,0.9633204340934753
31,0.9575289487838745,0.9918041825294495,0.956913948059082,0.015323233790695667,0.0005,0.9547489881515503,0.9605855941772461,0.9543114304542542,0.9902567863464355,0.7960195541381836,0.02214767411351204,0.9278787970542908,0.985199511051178
32,0.9531049132347107,0.9910968542098999,0.9510188102722168,0.015945149585604668,0.0005,0.9510008096694946,0.9554376006126404,0.953667938709259,0.9889031648635864,0.8029358386993408,0.021858299151062965,0.9400749206542969,0.969111979007721
33,0.9576898217201233,0.991942822933197,0.9566558599472046,0.01515991147607565,0.0005,0.9543277025222778,0.96138995885849,0.9559202194213867,0.9910048842430115,0.8046332597732544,0.02499312348663807,0.9234907627105713,0.9942085146903992
34,0.9588963985443115,0.993120014667511,0.9576976895332336,0.014088500291109085,0.0005,0.9580857753753662,0.9597812294960022,0.9327541589736938,0.9887311458587646,0.7771997451782227,0.026042573153972626,0.9739252924919128,0.8893178701400757
35,0.9584941864013672,0.9922952651977539,0.9574084281921387,0.01486627571284771,0.0005,0.9558541178703308,0.96138995885849,0.9285714030265808,0.9870273470878601,0.7701106071472168,0.030592044815421104,0.9716714024543762,0.8828828930854797
