epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.5845921635627747,0.8344326019287109,0.2755131423473358,0.0005,0.9575757384300232,0.38065841794013977,0.12689192593097687
1,0.638972818851471,0.72438645362854,0.1892290711402893,0.0005,0.9636363387107849,0.41460904479026794,0.0987308993935585
2,0.6858006119728088,0.5894171595573425,0.16047999262809753,0.0005,0.9757575988769531,0.34876543283462524,0.084987111389637
3,0.7779456377029419,0.5972393155097961,0.15080095827579498,0.0005,0.9636363387107849,0.6625514626502991,0.06350470334291458
4,0.8277945518493652,0.683358907699585,0.12093401700258255,0.0005,0.9454545378684998,0.7057613730430603,0.06543075293302536
5,0.8851963877677917,0.7536810040473938,0.08637265115976334,0.0005,0.9757575988769531,0.3713991641998291,0.06900381296873093
6,0.9274924397468567,0.7653374075889587,0.0682702586054802,0.0005,0.9636363387107849,0.35185185074806213,0.05689849704504013
7,0.9486404657363892,0.8724693059921265,0.060409270226955414,0.0005,0.9757575988769531,0.3652263283729553,0.042528990656137466
8,0.9592145085334778,0.6770705580711365,0.049279868602752686,0.0005,0.9575757384300232,0.4927983582019806,0.060159288346767426
9,0.9652568101882935,0.7730061411857605,0.04083108529448509,0.0005,0.9454545378684998,0.4094650149345398,0.10644743591547012
10,0.9712991118431091,0.6970858573913574,0.04178835451602936,0.0005,0.9696969985961914,0.45061731338500977,0.0412215031683445
11,0.9712991118431091,0.7934815883636475,0.030603373423218727,0.0005,0.9757575988769531,0.3816872835159302,0.040216851979494095
12,0.9712991118431091,0.8140336871147156,0.03484884649515152,0.0005,0.9818181991577148,0.40534982085227966,0.03114441968500614
13,0.9788519740104675,0.8029140830039978,0.0268400851637125,0.0005,0.9818181991577148,0.43621399998664856,0.025596892461180687
14,0.9803625345230103,0.9169478416442871,0.021727005019783974,0.0005,0.9818181991577148,0.542181134223938,0.02116287313401699
15,0.9773414134979248,0.8878834247589111,0.03327423706650734,0.0005,0.9757575988769531,0.4969136118888855,0.03513247147202492
16,0.9803625345230103,0.9345092177391052,0.024119475856423378,0.0005,0.9575757384300232,0.45061731338500977,0.029711859300732613
17,0.981873095035553,0.932361900806427,0.01904304511845112,0.0005,0.9575757384300232,0.3713992238044739,0.07336322963237762
18,0.981873095035553,0.8822086453437805,0.020640023052692413,0.0005,0.9818181991577148,0.5298354625701904,0.026309384033083916
19,0.9848942756652832,0.9776840806007385,0.01736207865178585,0.0005,0.9696969985961914,0.542181134223938,0.0368988998234272
20,0.9894259572029114,0.9478527307510376,0.015436186455190182,0.000100000005,0.9696969985961914,0.5493826866149902,0.03770216181874275
21,0.9879153966903687,0.9747698903083801,0.012932387180626392,0.000100000005,0.9696969985961914,0.5411522388458252,0.034501347690820694
22,0.9848942756652832,0.9842791557312012,0.012931221164762974,0.000100000005,0.9757575988769531,0.5277777910232544,0.02996322512626648
23,0.9909365773200989,0.9926380515098572,0.012534836307168007,0.000100000005,0.9757575988769531,0.5442386865615845,0.028059829026460648
24,0.9879153966903687,0.9893405437469482,0.014819427393376827,0.000100000005,0.9757575988769531,0.5432099103927612,0.030398458242416382
