epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.5015105605125427,0.2188650369644165,1.3060699701309204,0.001,0.9272727370262146,0.8271605372428894,1.0391807556152344
1,0.596676766872406,0.5240797400474548,1.1617212295532227,0.001,0.9151515364646912,0.38991767168045044,1.0190342664718628
2,0.6102719306945801,0.5220859050750732,1.1301897764205933,0.001,0.9757575988769531,0.22325104475021362,0.9937877058982849
3,0.6797583103179932,0.5763037204742432,1.0497393608093262,0.001,0.9818181991577148,0.49897119402885437,0.9591888189315796
4,0.726586103439331,0.3820551931858063,1.0255088806152344,0.001,0.9818181991577148,0.3261317014694214,0.9079050421714783
5,0.791540801525116,0.6973926424980164,0.9886583685874939,0.001,0.9818181991577148,0.4372428059577942,0.8953978419303894
6,0.8308157324790955,0.619861900806427,0.9650683403015137,0.001,0.9818181991577148,0.4341564178466797,0.8876024484634399
7,0.8504531979560852,0.6720858812332153,0.9184327721595764,0.001,0.9818181991577148,0.4022633731365204,0.8568973541259766
8,0.9018126726150513,0.528834342956543,0.8788072466850281,0.001,0.9818181991577148,0.604938268661499,0.8304937481880188
9,0.9138972759246826,0.5391870737075806,0.87156081199646,0.001,0.9818181991577148,0.40740740299224854,0.8050716519355774
10,0.925981879234314,0.6083589196205139,0.8383508920669556,0.001,0.9818181991577148,0.4269547462463379,0.7819486856460571
11,0.944108784198761,0.6053680777549744,0.8101533055305481,0.001,0.9818181991577148,0.42489713430404663,0.7662307620048523
12,0.944108784198761,0.5945551991462708,0.7867053747177124,0.001,0.9818181991577148,0.4578189253807068,0.74701327085495
13,0.9531722068786621,0.4674079716205597,0.770283579826355,0.001,0.9818181991577148,0.4413580596446991,0.7267836332321167
14,0.9577039480209351,0.6323619484901428,0.7404605150222778,0.001,0.9818181991577148,0.48148152232170105,0.710709810256958
15,0.9682779312133789,0.6179448366165161,0.7223202586174011,0.001,0.9818181991577148,0.3919753432273865,0.6870049238204956
16,0.9667673707008362,0.5823619961738586,0.7037316560745239,0.001,0.9818181991577148,0.5318930149078369,0.6681395769119263
17,0.9577039480209351,0.4741564691066742,0.6891214847564697,0.001,0.9818181991577148,0.5360082387924194,0.6503872275352478
18,0.9697884917259216,0.5162577033042908,0.6593652963638306,0.001,0.9818181991577148,0.3436214029788971,0.6342431902885437
19,0.9697884917259216,0.464340478181839,0.6513872146606445,0.001,0.9818181991577148,0.4475308656692505,0.6130092144012451
20,0.9803625345230103,0.6032208204269409,0.6219419836997986,0.001,0.9818181991577148,0.42489713430404663,0.5966793894767761
21,0.9652568101882935,0.5804448127746582,0.6117871999740601,0.001,0.9818181991577148,0.5298354029655457,0.5797191858291626
22,0.9773414134979248,0.5453988313674927,0.5918765068054199,0.001,0.9818181991577148,0.6676955223083496,0.5621246695518494
23,0.9803625345230103,0.7454754710197449,0.5675845742225647,0.001,0.9818181991577148,0.5185185670852661,0.5462111234664917
24,0.9848942756652832,0.800230085849762,0.5495668053627014,0.001,0.9818181991577148,0.5308642387390137,0.5300554633140564
25,0.9803625345230103,0.72101229429245,0.5363628268241882,0.001,0.9818181991577148,0.5524691343307495,0.5150885581970215
26,0.9833837151527405,0.7545245289802551,0.5173895359039307,0.001,0.9818181991577148,0.5627571940422058,0.498715341091156
27,0.981873095035553,0.7681748867034912,0.5012012720108032,0.001,0.9818181991577148,0.3405349850654602,0.48497074842453003
28,0.981873095035553,0.7398006319999695,0.4875977039337158,0.001,0.9818181991577148,0.6985597014427185,0.46913591027259827
29,0.9773414134979248,0.867791473865509,0.46856948733329773,0.001,0.9818181991577148,0.5833333730697632,0.45564696192741394
30,0.9773414134979248,0.9196319580078125,0.4527231454849243,0.001,0.9818181991577148,0.6121399402618408,0.4422105848789215
31,0.981873095035553,0.9082055687904358,0.4382992088794708,0.001,0.9818181991577148,0.4783950746059418,0.42943960428237915
32,0.981873095035553,0.9803680777549744,0.4219224452972412,0.001,0.9818181991577148,0.5504115223884583,0.4163356423377991
33,0.9803625345230103,0.9085890054702759,0.4131152629852295,0.001,0.9818181991577148,0.4835391044616699,0.4034338891506195
34,0.9788519740104675,0.961886465549469,0.39891186356544495,0.001,0.9818181991577148,0.42283952236175537,0.3931291401386261
35,0.9909365773200989,0.9495398998260498,0.3834821879863739,0.001,0.9818181991577148,0.4259259104728699,0.38306066393852234
36,0.981873095035553,0.8665643930435181,0.37634825706481934,0.001,0.9818181991577148,0.4022634029388428,0.37121525406837463
37,0.9848942756652832,0.8374233245849609,0.36643242835998535,0.001,0.9818181991577148,0.42283952236175537,0.36208251118659973
38,0.981873095035553,0.7578988671302795,0.35702165961265564,0.001,0.9818181991577148,0.4063786268234253,0.34973907470703125
39,0.9833837151527405,0.8807514905929565,0.3430098593235016,0.001,0.9818181991577148,0.5288065671920776,0.3386509418487549
40,0.9848942756652832,0.9371165037155151,0.3309091031551361,0.001,0.9818181991577148,0.4413580298423767,0.3323698937892914
41,0.9788519740104675,0.8584355115890503,0.3253383934497833,0.001,0.9818181991577148,0.5030864477157593,0.3190673291683197
42,0.9773414134979248,0.7898006439208984,0.3142183721065521,0.001,0.9818181991577148,0.4382716119289398,0.31041526794433594
43,0.981873095035553,0.8970091938972473,0.30250000953674316,0.001,0.9818181991577148,0.39403292536735535,0.3005371689796448
44,0.9879153966903687,0.8588957190513611,0.29534751176834106,0.001,0.9818181991577148,0.6646090745925903,0.2883916199207306
45,0.9788519740104675,0.9605827927589417,0.2852107584476471,0.001,0.9818181991577148,0.3364197611808777,0.28169581294059753
46,0.9833837151527405,0.9524539709091187,0.2786881625652313,0.001,0.9818181991577148,0.34259259700775146,0.27602675557136536
47,0.9864048361778259,0.7407208681106567,0.2726101279258728,0.001,0.9818181991577148,0.23456789553165436,0.27061763405799866
48,0.9848942756652832,0.9518405199050903,0.25977233052253723,0.001,0.9818181991577148,0.3713991940021515,0.26222240924835205
49,0.9773414134979248,0.8696318864822388,0.25524622201919556,0.001,0.9818181991577148,0.3919753432273865,0.25379395484924316
50,0.981873095035553,0.9621165990829468,0.244283065199852,0.001,0.9818181991577148,0.7304527163505554,0.24597884714603424
51,0.981873095035553,0.8460123538970947,0.23976176977157593,0.001,0.9818181991577148,0.42489713430404663,0.2405446618795395
52,0.9848942756652832,0.9009202122688293,0.23613683879375458,0.001,0.9757575988769531,0.4413580298423767,0.24083897471427917
53,0.9833837151527405,0.9651073813438416,0.22475674748420715,0.001,0.9818181991577148,0.42181071639060974,0.22843770682811737
54,0.9788519740104675,0.8723925352096558,0.22465482354164124,0.001,0.9818181991577148,0.47016462683677673,0.2247561365365982
55,0.9864048361778259,0.9198618531227112,0.21314576268196106,0.001,0.9818181991577148,0.4094650149345398,0.21870112419128418
56,0.9833837151527405,0.7926380038261414,0.2128533273935318,0.001,0.9818181991577148,0.3364197313785553,0.21752016246318817
57,0.9879153966903687,0.8526840806007385,0.2053792029619217,0.001,0.9818181991577148,0.444444477558136,0.2135346382856369
58,0.981873095035553,0.8344324231147766,0.20036643743515015,0.001,0.9818181991577148,0.21913579106330872,0.2111799716949463
59,0.9833837151527405,0.8003067374229431,0.20052865147590637,0.001,0.9818181991577148,0.40843623876571655,0.19896647334098816
60,0.9833837151527405,0.8155674934387207,0.19355234503746033,0.001,0.9818181991577148,0.34567901492118835,0.19573362171649933
61,0.9803625345230103,0.6703221201896667,0.19445468485355377,0.001,0.9818181991577148,0.45370373129844666,0.18926015496253967
62,0.9833837151527405,0.8935582637786865,0.1806279569864273,0.001,0.9818181991577148,0.40432101488113403,0.1865268498659134
63,0.9803625345230103,0.8377301096916199,0.1780102401971817,0.001,0.9818181991577148,0.25,0.18521390855312347
64,0.9833837151527405,0.9493864178657532,0.17038403451442719,0.001,0.9818181991577148,0.299382746219635,0.17870676517486572
65,0.9803625345230103,0.8375000357627869,0.16971437633037567,0.001,0.9818181991577148,0.43930044770240784,0.17233052849769592
66,0.9909365773200989,0.879447877407074,0.16260021924972534,0.001,0.9818181991577148,0.38374486565589905,0.16553571820259094
67,0.9864048361778259,0.9644171595573425,0.15554197132587433,0.001,0.9818181991577148,0.45370370149612427,0.16025502979755402
68,0.9864048361778259,0.9096625447273254,0.15569041669368744,0.001,0.9818181991577148,0.2530864179134369,0.16127975285053253
69,0.9833837151527405,0.9348926544189453,0.15127210319042206,0.001,0.9818181991577148,0.37037038803100586,0.1603645384311676
