epoch,accuracy,auc_1,f1_score,loss,lr,precision_1,recall_1,val_accuracy,val_auc_1,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.6227477192878723,0.6642141938209534,0.612694501876831,0.2022823542356491,0.005,0.6285810470581055,0.6000643372535706,0.7027027010917664,0.7887293100357056,0.5521265268325806,0.1542315036058426,0.6721311211585999,0.7915058135986328
1,0.7116312980651855,0.772718071937561,0.6931091547012329,0.14804339408874512,0.005,0.7406255602836609,0.6513835191726685,0.6212998628616333,0.7977578043937683,0.5849807262420654,0.15289823710918427,0.5744764804840088,0.9356499314308167
2,0.7475064396858215,0.810585618019104,0.7284072637557983,0.13136474788188934,0.005,0.7880546450614929,0.6771235466003418,0.7323037385940552,0.7957850694656372,0.5597058534622192,0.13243019580841064,0.7209302186965942,0.7580437660217285
3,0.7772683501243591,0.8481836318969727,0.7671051025390625,0.11554919928312302,0.005,0.8003136515617371,0.7388995885848999,0.5286357998847961,0.7532015442848206,0.5855064392089844,0.1449393928050995,0.5148680210113525,0.9916344881057739
4,0.7988256216049194,0.8682026863098145,0.7957157492637634,0.10296699404716492,0.005,0.8089140057563782,0.7824968099594116,0.5083655118942261,0.7965473532676697,0.5825404524803162,0.24370485544204712,0.5042262673377991,0.9980695247650146
5,0.7760617733001709,0.8434711694717407,0.7599597573280334,0.09977146983146667,0.005,0.8170731663703918,0.71138995885849,0.542792797088623,0.8310808539390564,0.5861484408378601,0.1546773910522461,0.522580623626709,0.9903475046157837
6,0.7997908592224121,0.8753717541694641,0.7930240035057068,0.08793848007917404,0.005,0.8195849657058716,0.7688223719596863,0.5604890584945679,0.8078175187110901,0.5891185998916626,0.1554110050201416,0.5325484871864319,0.9897040128707886
7,0.8306788802146912,0.9008298516273499,0.8262982368469238,0.0772572010755539,0.005,0.8426404595375061,0.8132239580154419,0.5022522807121277,0.7947592735290527,0.5824760794639587,0.28463175892829895,0.5011286735534668,1.0
8,0.8169240951538086,0.8906094431877136,0.8174509406089783,0.07715015113353729,0.005,0.8143951296806335,0.8209459185600281,0.5012869834899902,0.8289443850517273,0.5823202729225159,0.1664707511663437,0.500644326210022,1.0
9,0.8461229205131531,0.9241294264793396,0.8468212485313416,0.0655921995639801,0.005,0.8413453698158264,0.8531209826469421,0.5630630850791931,0.8697060346603394,0.5932496786117554,0.24421143531799316,0.5336538553237915,1.0
10,0.8601190447807312,0.9332508444786072,0.8604121208190918,0.06025366857647896,0.005,0.8569605946540833,0.8645431399345398,0.546332061290741,0.86726975440979,0.590158998966217,0.28272557258605957,0.5242915153503418,1.0
11,0.8743565082550049,0.9460914134979248,0.8762354254722595,0.053774554282426834,0.005,0.8614476323127747,0.8922136425971985,0.5170527696609497,0.8381328582763672,0.5848550200462341,0.31732916831970215,0.5086743235588074,1.0
12,0.872265100479126,0.9435957670211792,0.8717790842056274,0.054167501628398895,0.005,0.8696485757827759,0.8758043646812439,0.5157657861709595,0.8596774935722351,0.584607720375061,0.280108779668808,0.508009135723114,1.0
13,0.8730695247650146,0.94298255443573,0.8740513920783997,0.05406084284186363,0.005,0.861440122127533,0.8891569972038269,0.7200772166252136,0.9069064855575562,0.6326181888580322,0.1634862869977951,0.6430962085723877,0.9890604615211487
14,0.8770913481712341,0.9477587938308716,0.8788484334945679,0.052032314240932465,0.005,0.8646546602249146,0.8941441178321838,0.5662805438041687,0.872937798500061,0.5923019647598267,0.17515553534030914,0.5355662703514099,0.9980695247650146
15,0.8797458410263062,0.950739324092865,0.8820374011993408,0.04987333342432976,0.005,0.8659122586250305,0.8986486196517944,0.8558558821678162,0.9299021363258362,0.6998656988143921,0.0807771384716034,0.7954059839248657,0.9581724405288696
16,0.8922136425971985,0.9587693214416504,0.893274188041687,0.045664023607969284,0.005,0.883453905582428,0.9036357998847961,0.7522522807121277,0.9294511675834656,0.6459651589393616,0.15910646319389343,0.6702867150306702,0.9929214715957642
17,0.8955115675926208,0.9610260128974915,0.8963767886161804,0.043980520218610764,0.005,0.8878371715545654,0.9054054021835327,0.857464611530304,0.9423468708992004,0.7006083130836487,0.056265413761138916,0.8187034130096436,0.9182754158973694
18,0.9009009003639221,0.9664649367332458,0.9028271436691284,0.040631961077451706,0.005,0.888041079044342,0.9174710512161255,0.7545045018196106,0.8784220218658447,0.4996945261955261,0.08555153012275696,0.9229946732521057,0.5553410649299622
19,0.8944659233093262,0.9612534642219543,0.8944019675254822,0.04282113537192345,0.005,0.892822802066803,0.8965572714805603,0.6875804662704468,0.8637871742248535,0.4572910666465759,0.1105920821428299,0.8594328165054321,0.4485199451446533
20,0.8978442549705505,0.9612920880317688,0.8982742428779602,0.04516420513391495,0.005,0.8916693329811096,0.9057271480560303,0.8655083775520325,0.9515770077705383,0.6953214406967163,0.058526862412691116,0.9057142734527588,0.8159587979316711
