epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.5120846033096313,0.520475447177887,0.34603962302207947,0.0005,0.9515151381492615,0.5154321193695068,0.11713839322328568
1,0.6223564743995667,0.5345091819763184,0.2021113783121109,0.0005,0.9818181991577148,0.31790125370025635,0.07353624701499939
2,0.6722054481506348,0.6318251490592957,0.1921449601650238,0.0005,0.9818181991577148,0.2993827164173126,0.059112709015607834
3,0.7613292932510376,0.7027607560157776,0.14606313407421112,0.0005,0.9818181991577148,0.3569958806037903,0.04258089140057564
4,0.7779456377029419,0.7473926544189453,0.12637336552143097,0.0005,0.9818181991577148,0.32818931341171265,0.04995346814393997
5,0.829305112361908,0.6395705938339233,0.11237352341413498,0.0005,0.9818181991577148,0.6141975522041321,0.04118126258254051
6,0.8398791551589966,0.5680981278419495,0.11073688417673111,0.0005,0.9818181991577148,0.3374485969543457,0.03487039729952812
7,0.8882175087928772,0.7068251371383667,0.08395224809646606,0.0005,0.9818181991577148,0.33847737312316895,0.039700791239738464
8,0.903323233127594,0.8014570474624634,0.07194659858942032,0.0005,0.9696969985961914,0.36008232831954956,0.11527416110038757
9,0.9169184565544128,0.7310582399368286,0.05770567059516907,0.0005,0.9818181991577148,0.38374486565589905,0.030223630368709564
10,0.944108784198761,0.778527557849884,0.05029620602726936,0.0005,0.9818181991577148,0.3405349850654602,0.017942871898412704
11,0.9456193447113037,0.7740796804428101,0.047274861484766006,0.0005,0.9818181991577148,0.30349794030189514,0.018692929297685623
12,0.9607250690460205,0.8191717863082886,0.03408875688910484,0.0005,0.9818181991577148,0.3508230745792389,0.023206712678074837
13,0.9622356295585632,0.7247698903083801,0.044032733887434006,0.0005,0.9818181991577148,0.28292179107666016,0.015998493880033493
14,0.9637462496757507,0.7776840329170227,0.034723058342933655,0.0005,0.9818181991577148,0.26954734325408936,0.01353723369538784
15,0.9728096723556519,0.8276073336601257,0.04098769649863243,0.0005,0.9818181991577148,0.23765432834625244,0.026539599522948265
16,0.9637462496757507,0.7598927021026611,0.040738023817539215,0.0005,0.9818181991577148,0.26954734325408936,0.03701643645763397
17,0.9712991118431091,0.7772239446640015,0.030605338513851166,0.0005,0.9818181991577148,0.3189300298690796,0.017476554960012436
18,0.9697884917259216,0.8397238850593567,0.027226200327277184,0.0005,0.9818181991577148,0.30761316418647766,0.01626998744904995
19,0.9758307933807373,0.7494633197784424,0.030647873878479004,0.0005,0.9818181991577148,0.24588477611541748,0.015208474360406399
20,0.981873095035553,0.838803768157959,0.02280670404434204,0.000100000005,0.9818181991577148,0.2602880597114563,0.015015031211078167
21,0.9803625345230103,0.8739264011383057,0.023924047127366066,0.000100000005,0.9818181991577148,0.23662550747394562,0.014607453718781471
22,0.9848942756652832,0.8694785237312317,0.027006587013602257,0.000100000005,0.9818181991577148,0.2469135820865631,0.014938474632799625
23,0.9712991118431091,0.8477760553359985,0.02431870996952057,0.000100000005,0.9818181991577148,0.21296298503875732,0.015123462304472923
24,0.9833837151527405,0.8948619961738586,0.01942620240151882,0.000100000005,0.9818181991577148,0.2222222238779068,0.015171045437455177
