epoch,accuracy,auc_1,f1_score,loss,lr,precision_1,recall_1,val_accuracy,val_auc_1,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.691682755947113,0.751365602016449,0.6841893792152405,0.10388090461492538,0.001,0.6963256001472473,0.6798584461212158,0.7506434917449951,0.8555812835693359,0.41942286491394043,0.06557455658912659,0.8792600035667419,0.5810810923576355
1,0.7847490310668945,0.8686552047729492,0.7795562148094177,0.06090868264436722,0.001,0.790926992893219,0.7741312980651855,0.7580437660217285,0.9214051365852356,0.5908323526382446,0.06493755429983139,0.6836080551147461,0.9607464671134949
2,0.8298745155334473,0.9115132689476013,0.8278279304504395,0.049907926470041275,0.001,0.8284478783607483,0.8320463299751282,0.8532818555831909,0.9395496845245361,0.6225669384002686,0.04376852139830589,0.8283492922782898,0.8912484049797058
3,0.8684040904045105,0.9359708428382874,0.8662736415863037,0.042573630809783936,0.001,0.8664000034332275,0.8711389899253845,0.8861004114151001,0.9624237418174744,0.6728510856628418,0.03632121533155441,0.9279600381851196,0.8371943235397339
4,0.8797458410263062,0.9485799074172974,0.876812219619751,0.038543134927749634,0.001,0.8828872442245483,0.8756434917449951,0.8600386381149292,0.9476946592330933,0.6443934440612793,0.04624439775943756,0.8075866103172302,0.945302426815033
5,0.8905244469642639,0.9558175802230835,0.8896065354347229,0.03561364859342575,0.001,0.885256290435791,0.8973616361618042,0.9205276966094971,0.9755649566650391,0.7178301215171814,0.026901528239250183,0.9056486487388611,0.938867449760437
6,0.8651061654090881,0.9386271834373474,0.8622191548347473,0.04156152904033661,0.001,0.8584741950035095,0.8743565082550049,0.7969755530357361,0.8867993950843811,0.4875069856643677,0.05639030411839485,0.8541826605796814,0.7162162065505981
7,0.8485360145568848,0.9227558970451355,0.8466377854347229,0.04643269255757332,0.001,0.8439434766769409,0.8552123308181763,0.9028313755989075,0.9626739025115967,0.6957921385765076,0.03372211381793022,0.8812423944473267,0.931145429611206
8,0.9040379524230957,0.9632687568664551,0.9026268720626831,0.03230937197804451,0.001,0.8953250646591187,0.915057897567749,0.9157013893127441,0.9758254289627075,0.7094359993934631,0.0296185240149498,0.938858687877655,0.8893178701400757
9,0.9203668236732483,0.9727110266685486,0.9195171594619751,0.027971459552645683,0.001,0.912665843963623,0.929697573184967,0.9424067139625549,0.9852361679077148,0.7645881772041321,0.02082735113799572,0.9332073330879211,0.9530244469642639
