epoch,accuracy,auc_1,f1_score,loss,lr,precision_1,recall_1,val_accuracy,val_auc_1,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.7426801919937134,0.8132525086402893,0.6975097060203552,0.06791210919618607,0.0005,0.7578191757202148,0.7133204340934753,0.7953668236732483,0.8909820914268494,0.42992812395095825,0.05602125823497772,0.8896434903144836,0.6743886470794678
1,0.80333012342453,0.8815387487411499,0.7693798542022705,0.05605396255850792,0.0005,0.8170506358146667,0.781692385673523,0.8217503428459167,0.9080656170845032,0.5281146168708801,0.05419604107737541,0.9012840986251831,0.7226512432098389
2,0.8490990996360779,0.9236117005348206,0.8305712938308716,0.04612535238265991,0.0005,0.8465346693992615,0.8527992367744446,0.8812741041183472,0.9549321532249451,0.5528894066810608,0.037246931344270706,0.9181368947029114,0.8371943235397339
3,0.8653475046157837,0.939441442489624,0.8438159823417664,0.04136183485388756,0.0005,0.8610492944717407,0.8712998628616333,0.8664736151695251,0.9538832902908325,0.6038587689399719,0.04000137001276016,0.8183342814445496,0.9420849680900574
4,0.881354570388794,0.951365053653717,0.865330696105957,0.037168968468904495,0.0005,0.8758522272109985,0.8886743783950806,0.9050836563110352,0.9669597148895264,0.6270254850387573,0.03200316056609154,0.8727057576179504,0.9485199451446533
5,0.88972008228302,0.9550228118896484,0.8730053901672363,0.0358448401093483,0.0005,0.8819170594215393,0.8999356627464294,0.8896396160125732,0.9651932120323181,0.6176835298538208,0.034397173672914505,0.853886604309082,0.9401544332504272
6,0.892535388469696,0.9593743681907654,0.8769787549972534,0.034077033400535583,0.0005,0.8880407214164734,0.8983268737792969,0.907979428768158,0.9663504362106323,0.6310831308364868,0.031831368803977966,0.8884803652763367,0.9330759048461914
7,0.8997747898101807,0.9639004468917847,0.8860918283462524,0.03206917643547058,0.0005,0.8939442038536072,0.9071750044822693,0.9140926599502563,0.9701136350631714,0.6181643605232239,0.031963031738996506,0.8960000276565552,0.9369369149208069
8,0.9037162065505981,0.9664199948310852,0.8869943022727966,0.03098881058394909,0.0005,0.8982701301574707,0.9105533957481384,0.9137709140777588,0.9697449207305908,0.6213317513465881,0.029712816700339317,0.909554123878479,0.9189189076423645
9,0.9068532586097717,0.9681713581085205,0.8943252563476562,0.030080392956733704,0.0005,0.8980169892311096,0.9179536700248718,0.8989704251289368,0.9707050919532776,0.6295344829559326,0.03295873478055,0.8600464463233948,0.9530244469642639
10,0.9117599725723267,0.9722629189491272,0.8926857709884644,0.028126714751124382,0.0005,0.9046640396118164,0.9205276966094971,0.9202058911323547,0.9755476117134094,0.6291596293449402,0.02879665605723858,0.9196658134460449,0.9208494424819946
11,0.9104729890823364,0.9720122218132019,0.8968209028244019,0.028418829664587975,0.0005,0.902889609336853,0.9198841452598572,0.9205276966094971,0.9753870964050293,0.6467297077178955,0.027236413210630417,0.894864022731781,0.9530244469642639
12,0.9172297120094299,0.9752298593521118,0.9026890397071838,0.0265331007540226,0.0005,0.909392237663269,0.9268018007278442,0.9015443921089172,0.9759917259216309,0.643599808216095,0.032479215413331985,0.848603367805481,0.977477490901947
13,0.9186776280403137,0.9755194187164307,0.9096071720123291,0.0264381542801857,0.0005,0.9110724925994873,0.9279279112815857,0.9192406535148621,0.9749898314476013,0.6151555180549622,0.028069300577044487,0.9205939173698425,0.9176319241523743
14,0.9205276966094971,0.9769731760025024,0.9055590629577637,0.02568655088543892,0.0005,0.9145258665084839,0.9277670383453369,0.9179536700248718,0.9776308536529541,0.6482107639312744,0.028313221409916878,0.8827342391014099,0.9639639854431152
15,0.9288127422332764,0.9794299602508545,0.9191566705703735,0.024245383217930794,0.0005,0.9208905696868896,0.9382239580154419,0.9308236837387085,0.9813766479492188,0.6539234519004822,0.023068586364388466,0.9192235469818115,0.9446589350700378
16,0.9263191819190979,0.9799919128417969,0.9130685925483704,0.02380659244954586,0.0005,0.9185091853141785,0.9356499314308167,0.9272844195365906,0.9794667959213257,0.6454422473907471,0.025468043982982635,0.9073619842529297,0.9517374634742737
17,0.9259169697761536,0.9789807796478271,0.9110977649688721,0.024412890896201134,0.0005,0.9167322516441345,0.9369369149208069,0.9308236837387085,0.9785959124565125,0.642691969871521,0.025059755891561508,0.9197492003440857,0.9440154433250427
